x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.05042409896850586,-0.007558643817901611,-0.027826150176565534,-0.08779245615005493,-0.0759650468826294,-0.037309629139940625,-0.09970027208328247,-0.15994691848754883,-0.04636703547600973,-0.11942195892333984,-0.2246883511543274,-0.0514577340758251,-0.09861862659454346,-0.14412879943847656,0.0016608318588851034,-0.12595057487487793,-0.19142818450927734,-0.038191833761970884,-0.12044644355773926,-0.16018438339233398,-0.059326951620619184,-0.10885190963745117,-0.12332797050476074,-0.06438810494307745,-0.06579989194869995,-0.1678980588912964,0.0041670159013165176,-0.08436650037765503,-0.21729260683059692,-0.036685348717014676,-0.0682138204574585,-0.13200795650482178,-0.043769304869215375,-0.057238101959228516,-0.10017770528793335,-0.03484755497936476,-0.031244277954101562,-0.1808556318283081,-0.001991200722272879,-0.047667086124420166,-0.22399306297302246,-0.04488371428612936,-0.0369299054145813,-0.1346239447593689,-0.03724667545918692,-0.029787540435791016,-0.10077524185180664,-0.01750184897844065,0.004142463207244873,-0.18886178731918335,-0.010741343019049054,-0.010486960411071777,-0.22557348012924194,-0.03821122389797438,-0.009124517440795898,-0.16070646047592163,-0.031885204134027845,-0.007072627544403076,-0.1314947009086609,-0.017679072213809377,T2
0.0,0.0,0.0,-0.052276432514190674,-0.01422262191772461,-0.014733000035732857,-0.09235197305679321,-0.08445310592651367,-0.021157604019492737,-0.10415470600128174,-0.1706668734550476,-0.030387210036963097,-0.12059289216995239,-0.23772209882736206,-0.03745253787502634,-0.10140925645828247,-0.15272200107574463,0.009559948620051273,-0.13412874937057495,-0.20640307664871216,-0.02297254496380674,-0.13101816177368164,-0.18499720096588135,-0.04269762740597116,-0.11368966102600098,-0.143480122089386,-0.04878857390150415,-0.0714728832244873,-0.17925268411636353,0.005613368161618837,-0.09111851453781128,-0.2318199872970581,-0.027767062495797745,-0.07627701759338379,-0.15281695127487183,-0.035379894386380784,-0.06240689754486084,-0.10975790023803711,-0.029549604590386025,-0.03794050216674805,-0.19287407398223877,-0.004828661523163191,-0.054965317249298096,-0.24025124311447144,-0.03818364472255098,-0.04559546709060669,-0.1554439663887024,-0.030060321401208512,-0.03569328784942627,-0.11055868864059448,-0.013257472153156868,-0.0012296438217163086,-0.19702434539794922,-0.017105847905725113,-0.01787245273590088,-0.23922574520111084,-0.038121048669665925,-0.017277419567108154,-0.1800641417503357,-0.029921658645719162,-0.0137062668800354,-0.14446550607681274,-0.01638546803161489,T2
0.0,0.0,0.0,-0.054237961769104004,-0.022771894931793213,-0.014306580822420756,-0.09391158819198608,-0.09637415409088135,-0.020623000513268153,-0.10373395681381226,-0.1828446388244629,-0.029925748880458514,-0.1199067234992981,-0.2507359981536865,-0.03667401726121966,-0.10286009311676025,-0.16159135103225708,0.009819213126348814,-0.13637161254882812,-0.21751952171325684,-0.022414863284183184,-0.13076001405715942,-0.18593555688858032,-0.04285855049963061,-0.11367756128311157,-0.14199262857437134,-0.04977940599198405,-0.07202541828155518,-0.18699830770492554,0.005360862996923288,-0.09187150001525879,-0.24043011665344238,-0.02844032848949496,-0.07793623208999634,-0.16135847568511963,-0.0384238308178908,-0.06449246406555176,-0.11552870273590088,-0.034835299651575724,-0.03788799047470093,-0.19946855306625366,-0.005379832058650891,-0.054950714111328125,-0.2494460940361023,-0.03814608434910838,-0.046349406242370605,-0.1645253300666809,-0.031951727520180384,-0.037442922592163086,-0.1177980899810791,-0.017060185025883357,-0.0017254352569580078,-0.20271903276443481,-0.01793116534824435,-0.018262207508087158,-0.24634593725204468,-0.03753524477357928,-0.019096851348876953,-0.1872674822807312,-0.029802637349320094,-0.016480088233947754,-0.15048909187316895,-0.017204256902886073,T2
0.0,0.0,0.0,-0.05558675527572632,-0.023957133293151855,-0.0148233897998864,-0.09520328044891357,-0.09667164087295532,-0.021579105967276746,-0.1065835952758789,-0.18282216787338257,-0.031158535370224172,-0.12354147434234619,-0.24967265129089355,-0.03809826877116507,-0.10199886560440063,-0.16311711072921753,0.007607335130131787,-0.13487088680267334,-0.2223101258277893,-0.02494407501220053,-0.1318311095237732,-0.19242078065872192,-0.044771668130152875,-0.11666470766067505,-0.14747267961502075,-0.051156718844168836,-0.07192343473434448,-0.18749165534973145,0.0034708631210094154,-0.09131914377212524,-0.24221563339233398,-0.03157073687910383,-0.07841837406158447,-0.16305363178253174,-0.041330397689335996,-0.06559932231903076,-0.11652928590774536,-0.03725331332682913,-0.038151562213897705,-0.19998174905776978,-0.006853976847224885,-0.054287612438201904,-0.25040358304977417,-0.04062566962241476,-0.046845972537994385,-0.16779327392578125,-0.03481873180865591,-0.03841543197631836,-0.12161338329315186,-0.019861283341043645,-0.002265453338623047,-0.20363646745681763,-0.018948857301467115,-0.01883620023727417,-0.2476978302001953,-0.039361510986083204,-0.0195920467376709,-0.19202321767807007,-0.032318700665229017,-0.01613175868988037,-0.15731751918792725,-0.02002332788109129,T2
0.0,0.0,0.0,-0.05397897958755493,-0.025443851947784424,-0.014086629609124657,-0.09391659498214722,-0.09794783592224121,-0.021173388110952374,-0.10564708709716797,-0.1835421919822693,-0.031228784816818234,-0.12236392498016357,-0.2510610818862915,-0.0386624470078516,-0.10078442096710205,-0.16780972480773926,0.0067066327943337,-0.13486093282699585,-0.2267136573791504,-0.025406394498901363,-0.13270670175552368,-0.1940637230873108,-0.044127686294274326,-0.11779439449310303,-0.14778053760528564,-0.049655078324036594,-0.07106775045394897,-0.19102805852890015,0.0022414777236861028,-0.09215867519378662,-0.2445630431175232,-0.03128021058674335,-0.07948040962219238,-0.16267871856689453,-0.03922255558009624,-0.06652981042861938,-0.11795109510421753,-0.03418449905748844,-0.03721588850021362,-0.20250117778778076,-0.008259448567883965,-0.055512845516204834,-0.2531312108039856,-0.040878193798022266,-0.04737025499343872,-0.16832923889160156,-0.03332409110899448,-0.03777223825454712,-0.12316590547561646,-0.017507886859135624,-0.000983893871307373,-0.20468801259994507,-0.020490177320795055,-0.019000351428985596,-0.2493804693222046,-0.04012166556950092,-0.01984226703643799,-0.19181281328201294,-0.03201849606867313,-0.015717029571533203,-0.15647339820861816,-0.01910532486672878,T2
0.0,0.0,0.0,-0.0546114444732666,-0.03085780143737793,-0.01334674724378715,-0.09300553798675537,-0.10186827182769775,-0.021151888864125112,-0.10436201095581055,-0.18551862239837646,-0.032432052986706594,-0.11985659599304199,-0.2538001537322998,-0.041131958113993505,-0.09890133142471313,-0.16777253150939941,0.007941534062837263,-0.13361674547195435,-0.22767376899719238,-0.02449710641988645,-0.13281410932540894,-0.19925647974014282,-0.0433701646793736,-0.11800086498260498,-0.15117383003234863,-0.0486625430453671,-0.06952685117721558,-0.18968915939331055,0.0028141534607755148,-0.09151118993759155,-0.24288409948349,-0.031023708852018217,-0.07980811595916748,-0.16373872756958008,-0.038922894494618276,-0.06675028800964355,-0.11815077066421509,-0.033631417648877004,-0.035881757736206055,-0.2006974220275879,-0.008458195934082369,-0.05540555715560913,-0.2510215640068054,-0.040753204124058584,-0.04769456386566162,-0.17004132270812988,-0.03296856557020078,-0.03767794370651245,-0.12572747468948364,-0.01696239014157186,-0.0002987384796142578,-0.2029840350151062,-0.021506853150214056,-0.019666314125061035,-0.2472827434539795,-0.04025286783465276,-0.02046835422515869,-0.1941480040550232,-0.03173227210530172,-0.01526576280593872,-0.16162735223770142,-0.018605038272227148,T2
0.0,0.0,0.0,-0.05421525239944458,-0.02942758798599243,-0.009928744485875995,-0.09186631441116333,-0.10334914922714233,-0.015817220522365005,-0.1006009578704834,-0.18776828050613403,-0.02507442721565667,-0.1137729287147522,-0.2548786401748657,-0.03205687665780488,-0.09750229120254517,-0.1690373420715332,0.006663004202493994,-0.13340389728546143,-0.23021483421325684,-0.02383592279096547,-0.12970542907714844,-0.1981024146080017,-0.04252141827186051,-0.11383914947509766,-0.14800947904586792,-0.04835689180930558,-0.06817585229873657,-0.19104939699172974,0.0003440699406951353,-0.08952188491821289,-0.2452213168144226,-0.03139376380880776,-0.07757359743118286,-0.1688072681427002,-0.03994426616867486,-0.06469476222991943,-0.11804509162902832,-0.03623968848427239,-0.03428792953491211,-0.20019179582595825,-0.011191502413055332,-0.053132474422454834,-0.25351059436798096,-0.04080727809508744,-0.0452917218208313,-0.17378556728363037,-0.033840951709350975,-0.036097586154937744,-0.12564891576766968,-0.01960777976950112,0.0022437572479248047,-0.20054030418395996,-0.024102422608336838,-0.016903460025787354,-0.24544262886047363,-0.04169071578820649,-0.017559826374053955,-0.19155150651931763,-0.03348822259744111,-0.013321459293365479,-0.15632885694503784,-0.021260532750090988,T2
0.0,0.0,0.0,-0.05503678321838379,-0.0304262638092041,-0.013270065091916194,-0.09292429685592651,-0.10312306880950928,-0.020289723664888015,-0.10145789384841919,-0.19065070152282715,-0.030667099073895088,-0.11475569009780884,-0.2608449459075928,-0.038461076930531135,-0.09928619861602783,-0.1706479787826538,0.009503914139799008,-0.13275104761123657,-0.23049843311309814,-0.023062082842358222,-0.1298937201499939,-0.20201343297958374,-0.042137524947889915,-0.11453378200531006,-0.15674364566802979,-0.04764431984759199,-0.06915873289108276,-0.19375020265579224,0.004176225609711537,-0.08975273370742798,-0.25039494037628174,-0.030211447641619316,-0.07814526557922363,-0.16995924711227417,-0.03892834381795751,-0.06547790765762329,-0.12412053346633911,-0.03398122163153516,-0.03530573844909668,-0.20442944765090942,-0.0073244729045711665,-0.054145991802215576,-0.2574121952056885,-0.041092588469751945,-0.04615163803100586,-0.17281275987625122,-0.03389856116510259,-0.036210596561431885,-0.1266348958015442,-0.017785061985620132,0.0008254051208496094,-0.20518893003463745,-0.02051506088710653,-0.01780688762664795,-0.2503517270088196,-0.04124462501741277,-0.01829373836517334,-0.19229066371917725,-0.033214284941919914,-0.013277530670166016,-0.15598630905151367,-0.019915853530534378,T2
0.0,0.0,0.0,-0.04979437589645386,-0.0253371000289917,-0.014798495345786478,-0.08498167991638184,-0.09873205423355103,-0.02303157130725708,-0.08972233533859253,-0.18500441312789917,-0.03383170383520451,-0.09649527072906494,-0.2521744966506958,-0.04114973860330906,-0.09454309940338135,-0.17314761877059937,0.0023778338124600396,-0.1254720687866211,-0.24332016706466675,-0.02980022820182171,-0.11806899309158325,-0.20457106828689575,-0.04661224352665272,-0.10383909940719604,-0.15894389152526855,-0.05052176060624447,-0.06321293115615845,-0.1926526427268982,-0.001538945720568563,-0.08138680458068848,-0.25341683626174927,-0.03310964944310513,-0.06922405958175659,-0.17008936405181885,-0.03847228305883732,-0.06083714962005615,-0.13061052560806274,-0.03240400868006077,-0.028873682022094727,-0.20023876428604126,-0.011233967156186964,-0.0451052188873291,-0.2567960023880005,-0.04186029674954739,-0.037147581577301025,-0.1701127290725708,-0.03175298812337246,-0.03050178289413452,-0.1276611089706421,-0.014977821507528688,0.006956160068511963,-0.19986486434936523,-0.02271687927193966,-0.009062886238098145,-0.24998122453689575,-0.03980524780698147,-0.009795725345611572,-0.19185161590576172,-0.02935035842008915,-0.007414460182189941,-0.15634167194366455,-0.015249980972185995,T2
0.0,0.0,0.0,-0.04878878593444824,-0.0247957706451416,-0.01714333976207172,-0.0821385383605957,-0.09846150875091553,-0.026596427807191958,-0.08677470684051514,-0.1838645339012146,-0.03766570883391296,-0.09393811225891113,-0.25160080194473267,-0.04495161297319328,-0.09097188711166382,-0.17518961429595947,-0.0038383795466074844,-0.1176527738571167,-0.24677789211273193,-0.0365330715715686,-0.10852658748626709,-0.20214545726776123,-0.053282386535386195,-0.09605085849761963,-0.15523338317871094,-0.05751032280323898,-0.05875033140182495,-0.19219189882278442,-0.006554087070355763,-0.07244682312011719,-0.24887365102767944,-0.03909953954217826,-0.0620274543762207,-0.16582608222961426,-0.04519214379189407,-0.05678582191467285,-0.12669146060943604,-0.04029861363170539,-0.024422168731689453,-0.1975281834602356,-0.014789044769088378,-0.03693652153015137,-0.2503621578216553,-0.04589065062401687,-0.031022727489471436,-0.16519886255264282,-0.03672596337793266,-0.02778857946395874,-0.1252753734588623,-0.021218919107298007,0.010487258434295654,-0.19483381509780884,-0.024829857894758334,-0.0023273825645446777,-0.24260592460632324,-0.042469183826426615,-0.004214227199554443,-0.18341803550720215,-0.032761323177794566,-0.004268825054168701,-0.14816516637802124,-0.019490097561458697,T2
